"Afrika";"[2012, 11, 25, 15, 18]";"2";"Simbabwes";"Harare";"NULL";"";"";"0";"1"
"Afrika";"[2012, 11, 25, 15, 18]";"3";"der Republik Kongo";"Brazzaville";"NULL";"";"";"0";"2"
"Südamerika";"[2012, 11, 25, 15, 18]";"2";"von Trinidad und Tobago";"Port-of-Spain";"NULL";"Gehörten die mal zu Spanien?";"";"0";"2"
"Afrika";"[2012, 11, 25, 15, 18]";"2";"des Sudan";"Khartum";"NULL";"";"";"0";"2"
"Nordamerika";"[2012, 11, 25, 15, 18]";"3";"Mexikos";"Mexiko-Stadt";"Mexico-City";"Mit Bindestrich";"";"0";"1"
"Afrika";"[2012, 11, 25, 14, 27]";"1";"Sambias";"Lusaka";"NULL";"";"";"0";"0"
"Nordamerika";"[2012, 11, 25, 14, 27]";"3";"Honduras";"Tegucigalpa";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 15, 18]";"1";"Senegals";"Dakar";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 15, 18]";"2";"von Sierra Leone";"Freetown";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 15, 18]";"2";"Nigers";"Niamey";"NULL";"";"";"0";"0"
"Karibik";"[2012, 11, 25, 14, 27]";"3";"Barbados";"Bridgetown";"NULL";"Der Brückenkopf in die Karibik";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 27]";"2";"Ruandas";"Kigali";"NULL";"";"";"0";"0"
"Karibik";"[2012, 11, 25, 14, 27]";"4";"Jamaikas";"Kingston";"NULL";"Schreibfehler?";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 27]";"2";"der Seychellen";"Victoria";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 27]";"2";"von Sao Tome und Principe";"Sao Tome";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 27]";"3";"Namibias";"Windhoek";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 27]";"4";"der Demokratischen Republik Kongo";"Kinshasa";"NULL";"";"";"0";"0"
"Nordamerika";"[2012, 11, 25, 13, 42]";"3";"Nicaraguas";"Managua";"NULL";"";"";"0";"0"
"Südamerika";"[2012, 11, 25, 13, 42]";"3";"Brasiliens";"Brasilia";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 26]";"1";"Mauritius";"Port Louis";"NULL";"";"";"0";"0"
"Afrika";"[2012, 11, 25, 14, 27]";"1";"von Mosambik";"Maputo";"NULL";"";"";"0";"0"
"Nordamerika";"[2012, 11, 25, 14, 26]";"4";"Guatemalas";"Guatemala-Stadt";"Guatemala-City";"...-Stadt";"";"0";"0"
"Südamerika";"[2012, 11, 25, 13, 42]";"3";"Chiles";"Santiago de Chile";"NULL";"... de Chile";"";"0";"0"
"Afrika";"[2012, 11, 25, 13, 42]";"3";"Liberias";"Monrovia";"NULL";"";"";"0";"0"
"Karibik";"[2012, 11, 25, 13, 42]";"3";"St. Kitts und Nevis";"Basseterre";"NULL";"Waren wohl mal niederländisch";"...aber auf französisch!";"0";"0"
